# Helldivers 2 structural resource inventory
# Read with filediver v0.7.40 -lf '%T\t%N' against the retail install, 2026-08-15.
# Types with >1000 members (wwise_stream, physics, unit, animation, texture, material)
# are summarised in the type histogram below rather than listed in full;
# the faction unit roster IS listed, because that is the part the notes argue from.

## type histogram (all 26,514 resources)
    16666 wwise_stream
unit	content/fac_cyborgs/equipment/weapons/soldier_standard_rifle/soldier_standard_rifle
unit	content/fac_cyborgs/turrets/cyborg_big_walker_turret_cannon/cyborg_big_walker_turret_cannon
unit	content/fac_cyborgs/turrets/cyborg_tank_hull_hmg/cyborg_tank_hull_mg
unit	content/fac_cyborgs/turrets/cyborg_tank_turret_autocannons/cyborg_tank_turret_autocannons
unit	content/fac_cyborgs/turrets/cyborg_tank_turret_cannon/cyborg_tank_turret_cannon
unit	content/fac_cyborgs/turrets/cyborg_tank_turret_mortar/cyborg_tank_turret_mortar
unit	content/fac_cyborgs/turrets/cyborg_tank_turret_rocketlauncher/cyborg_tank_turret_rocketlauncher
unit	content/fac_cyborgs/turrets/cyborg_turret_command_bunker_hmg/cyborg_turret_command_bunker_hmg
unit	content/fac_cyborgs/vehicles/cyborg_assault_walker/cyborg_assault_walker
unit	content/fac_cyborgs/vehicles/cyborg_dropship/cyborg_dropship
unit	content/fac_cyborgs/vehicles/cyborg_gunship/cyborg_gunship
unit	content/fac_cyborgs/vehicles/cyborg_siege_engine/cyborg_siege_engine
unit	content/fac_cyborgs/vehicles/cyborg_siege_engine/cyborg_siege_engine_sarcophagus
unit	content/fac_cyborgs/vehicles/cyborg_siege_engine/cyborg_siege_engine_sarcophagus_left_door
unit	content/fac_cyborgs/vehicles/cyborg_siege_engine/cyborg_siege_engine_sarcophagus_right_door
unit	content/fac_cyborgs/vehicles/cyborg_spawner/cyborg_spawner
unit	content/fac_cyborgs/vehicles/cyborg_tank/cyborg_tank
unit	content/fac_cyborgs/vehicles/cyborg_walker_scout/cyborg_walker_scout
unit	content/fac_helldivers/capes/medium_cape
unit	content/fac_helldivers/capes/shock_trooper_cape
unit	content/fac_helldivers/cha_avatar/avatar_helldiver
unit	content/fac_helldivers/discoverables/ammo_box_discoverable_01/ammo_box_discoverable_01
unit	content/fac_helldivers/discoverables/grenade_box_discoverable_01/grenade_box_discoverable_01
unit	content/fac_helldivers/discoverables/health_pack_discoverable_01/health_pack_discoverable_01
unit	content/fac_helldivers/equipment/attachment/magazine/assault_rifle_grenadier_magazine_standard
unit	content/fac_helldivers/equipment/attachment/magazine/assault_rifle_helghast_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/assault_rifle_karbin_magazine_standard
unit	content/fac_helldivers/equipment/attachment/magazine/assault_rifle_large_calibre_mag_standard
unit	content/fac_helldivers/equipment/attachment/magazine/assault_rifle_nacho_mag_standard
unit	content/fac_helldivers/equipment/attachment/magazine/assaultrifle_drum_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/assaultrifle_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/assaultrifle_extended_magazine_fastreload
unit	content/fac_helldivers/equipment/attachment/magazine/assaultrifle_rico_magazine_standard
unit	content/fac_helldivers/equipment/attachment/magazine/assaultrifle_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/assaultrifle_standard_magazine_fastreload
unit	content/fac_helldivers/equipment/attachment/magazine/assaultshotgun_box_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/assaultshotgun_box_magazine_extended
unit	content/fac_helldivers/equipment/attachment/magazine/assaultshotgun_drum_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/automatic_pistol_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/battle_rifle_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/chemgun_cannister
unit	content/fac_helldivers/equipment/attachment/magazine/crossbow_greyfax_explosive_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/faf_missile_launcher_helghast_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/faf_missile_standard
unit	content/fac_helldivers/equipment/attachment/magazine/flamer_pistol_canister
unit	content/fac_helldivers/equipment/attachment/magazine/flamethrower_canister
unit	content/fac_helldivers/equipment/attachment/magazine/flamethrower_ripley_canister
unit	content/fac_helldivers/equipment/attachment/magazine/grenade_40mm_frag
unit	content/fac_helldivers/equipment/attachment/magazine/grenade_launcher_ammo_box
unit	content/fac_helldivers/equipment/attachment/magazine/grenade_launcher_ammo_frag
unit	content/fac_helldivers/equipment/attachment/magazine/heavy_mg_box_large
unit	content/fac_helldivers/equipment/attachment/magazine/hotshot_heatsink
unit	content/fac_helldivers/equipment/attachment/magazine/jet_rifle_drum_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/jet_rifle_stick_magazine_large
unit	content/fac_helldivers/equipment/attachment/magazine/laser_battery_large
unit	content/fac_helldivers/equipment/attachment/magazine/laser_battery_medium
unit	content/fac_helldivers/equipment/attachment/magazine/laser_battery_small
unit	content/fac_helldivers/equipment/attachment/magazine/laser_rifle_charge_extended_heatsink
unit	content/fac_helldivers/equipment/attachment/magazine/laser_rifle_charge_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/laser_rifle_charge_quick_fire_heatsink
unit	content/fac_helldivers/equipment/attachment/magazine/lmg_box_large
unit	content/fac_helldivers/equipment/attachment/magazine/machinegun_box_large
unit	content/fac_helldivers/equipment/attachment/magazine/machinegun_box_small
unit	content/fac_helldivers/equipment/attachment/magazine/magazine_heatsink_revolver
unit	content/fac_helldivers/equipment/attachment/magazine/magazine_plasma_medium_extended
unit	content/fac_helldivers/equipment/attachment/magazine/magazine_plasma_medium_standard
unit	content/fac_helldivers/equipment/attachment/magazine/magazine_plasma_pistol_extended
unit	content/fac_helldivers/equipment/attachment/magazine/magazine_plasma_pistol_standard
unit	content/fac_helldivers/equipment/attachment/magazine/magnum_pistol_magazine_standard
unit	content/fac_helldivers/equipment/attachment/magazine/marksmanrifle_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/marksmanrifle_short_drake_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/marksmanrifle_short_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/marksmanrifle_standard_drake_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/marksmanrifle_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/pdw_drum_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/pdw_drum_magazine_pepper
unit	content/fac_helldivers/equipment/attachment/magazine/pdw_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/pdw_extended_magazine_pepper
unit	content/fac_helldivers/equipment/attachment/magazine/pdw_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/pdw_standard_magazine_pepper
unit	content/fac_helldivers/equipment/attachment/magazine/pistol_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/pistol_nacho_mag_standard
unit	content/fac_helldivers/equipment/attachment/magazine/plasma_blaster_canister
unit	content/fac_helldivers/equipment/attachment/magazine/railgun_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/recoilless_grenade_standard
unit	content/fac_helldivers/equipment/attachment/magazine/smart_pistol_magazine_standard
unit	content/fac_helldivers/equipment/attachment/magazine/smg_defender_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_defender_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_flamer_cannister
unit	content/fac_helldivers/equipment/attachment/magazine/smg_flamer_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_flamer_magazine_helical
unit	content/fac_helldivers/equipment/attachment/magazine/smg_flamer_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_helghast_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_nacho_mag_standard
unit	content/fac_helldivers/equipment/attachment/magazine/smg_rhino_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_solvent_extended_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/smg_solvent_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/sniper_rifle_helghast_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/sniperrifle_standard_magazine
unit	content/fac_helldivers/equipment/attachment/magazine/vigilance_magazine_extended
unit	content/fac_helldivers/equipment/attachment/magazine/vigilance_magazine_standard
unit	content/fac_helldivers/equipment/attachment/magazine/volley_gun_magazine
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12g_duckbill
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12g_full_choke
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12g_half_choke
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12g_standard
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12mm_compensator
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12mm_flashhider
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12mm_muzzlebreak
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_12mm_naked
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_5mm_compensator
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_5mm_flashhider
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_5mm_muzzlebreak
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_5mm_naked
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_8mm_compensator
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_8mm_flashhider
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_8mm_muzzlebreak
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_8mm_naked
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_drake
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_laser_rifle_charge_standard
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_plasma_choke
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_plasma_standard
unit	content/fac_helldivers/equipment/attachment/muzzle/muzzle_revolver_medium
unit	content/fac_helldivers/equipment/attachment/optics/optics_highpower_scope
unit	content/fac_helldivers/equipment/attachment/optics/optics_highpower_scope_02
unit	content/fac_helldivers/equipment/attachment/optics/optics_ironsight
unit	content/fac_helldivers/equipment/attachment/optics/optics_lowpower_scope
unit	content/fac_helldivers/equipment/attachment/optics/optics_midpower_scope
unit	content/fac_helldivers/equipment/attachment/optics/optics_railgun
unit	content/fac_helldivers/equipment/attachment/optics/optics_reddot
unit	content/fac_helldivers/equipment/attachment/optics/optics_reddot_02
unit	content/fac_helldivers/equipment/attachment/optics/optics_reddot_03
unit	content/fac_helldivers/equipment/attachment/optics/optics_reddot_04
unit	content/fac_helldivers/equipment/attachment/optics/optics_support
unit	content/fac_helldivers/equipment/attachment/optics/sniper_rifle_helghast_scope
unit	content/fac_helldivers/equipment/attachment/underbarrel/45degree_verticalgrip
unit	content/fac_helldivers/equipment/attachment/underbarrel/advanced_verticalgrip
unit	content/fac_helldivers/equipment/attachment/underbarrel/empty_flashlight
unit	content/fac_helldivers/equipment/attachment/underbarrel/empty_laser
unit	content/fac_helldivers/equipment/attachment/underbarrel/flashlight_verticalgrip
unit	content/fac_helldivers/equipment/attachment/underbarrel/standard_bayonet
unit	content/fac_helldivers/equipment/attachment/underbarrel/standard_flashlight_pistol
unit	content/fac_helldivers/equipment/attachment/underbarrel/standard_laser_flashlight_pistol
unit	content/fac_helldivers/equipment/attachment/underbarrel/standard_laser_pistol
unit	content/fac_helldivers/equipment/attachment/underbarrel/standard_verticalgrip
unit	content/fac_helldivers/equipment/backpacks/air_burst_rocket_backpack/air_burst_rocket_backpack
unit	content/fac_helldivers/equipment/backpacks/ammo_backpack/ammo_backpack
unit	content/fac_helldivers/equipment/backpacks/automatic_cannon_backpack/automatic_cannon_backpack
unit	content/fac_helldivers/equipment/backpacks/ballistic_shield_backpack/ballistic_shield_backpack
unit	content/fac_helldivers/equipment/backpacks/ballistic_shield_backpack_mk2/ballistic_shield_backpack_mk2
unit	content/fac_helldivers/equipment/backpacks/ballistic_shield_backpack_small/ballistic_shield_backpack_small
unit	content/fac_helldivers/equipment/backpacks/belt_fed_grenade_launcher_backpack/belt_fed_grenade_launcher_backpack
unit	content/fac_helldivers/equipment/backpacks/belt_fed_grenade_launcher_backpack/belt_fed_grenade_launcher_backpack_hose
unit	content/fac_helldivers/equipment/backpacks/bomb_backpack/bomb_backpack
unit	content/fac_helldivers/equipment/backpacks/c4_charge_backpack/c4_charge
unit	content/fac_helldivers/equipment/backpacks/c4_charge_backpack/c4_charge_backpack
unit	content/fac_helldivers/equipment/backpacks/c4_charge_backpack/c4_charge_detonator
unit	content/fac_helldivers/equipment/backpacks/directional_energy_shield/directional_energy_shield
unit	content/fac_helldivers/equipment/backpacks/directional_energy_shield/directional_energy_shield_backpack
unit	content/fac_helldivers/equipment/backpacks/displacement_backpack/displacement_backpack
unit	content/fac_helldivers/equipment/backpacks/drone_flamethrower_backpack/drone_flamethrower_backpack
unit	content/fac_helldivers/equipment/backpacks/drone_gas_projector_backpack/drone_gas_projector_backpack
unit	content/fac_helldivers/equipment/backpacks/drone_generic/drone_generic
unit	content/fac_helldivers/equipment/backpacks/drone_generic_backpack/drone_generic_backpack
unit	content/fac_helldivers/equipment/backpacks/drone_mg/drome_mg_magazine
unit	content/fac_helldivers/equipment/backpacks/drone_mg/drone_mg
unit	content/fac_helldivers/equipment/backpacks/drone_mg/drone_mg_backpack
unit	content/fac_helldivers/equipment/backpacks/drone_mg/drone_mg_weapon
unit	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_assault_rifle/drone_assault_rifle
unit	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_flamethrower/drone_flamethrower
unit	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_gas_projector/drone_gas_projector
unit	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_laser_rifle/drone_laser_rifle
unit	content/fac_helldivers/equipment/backpacks/drone_weapons/guard_dog_stun/guard_dog_stun
unit	content/fac_helldivers/equipment/backpacks/energy_shield_backpack/energy_shield_backpack
unit	content/fac_helldivers/equipment/backpacks/faf_missile_launcher_backpack/faf_missile_launcher_backpack
unit	content/fac_helldivers/equipment/backpacks/faf_missile_launcher_helghast_backpack/faf_missile_launcher_helghast_backpack
unit	content/fac_helldivers/equipment/backpacks/guard_dog_stun_backpack/guard_dog_stun_backpack
unit	content/fac_helldivers/equipment/backpacks/heavy_flamethrower_backpack/heavy_flamethrower_backpack
unit	content/fac_helldivers/equipment/backpacks/heavy_flamethrower_backpack/heavy_flamethrower_hose
unit	content/fac_helldivers/equipment/backpacks/hover_backpack/hover_backpack
unit	content/fac_helldivers/equipment/backpacks/jumppack_backpack/jumppack_backpack
unit	content/fac_helldivers/equipment/backpacks/medic_backpack/medic_backpack
unit	content/fac_helldivers/equipment/backpacks/minigun_backpack/minigun_backpack
unit	content/fac_helldivers/equipment/backpacks/minigun_backpack/minigun_backpack_hose
unit	content/fac_helldivers/equipment/backpacks/recoilless_rifle_backpack/recoilless_rifle_backpack
unit	content/fac_helldivers/equipment/melee_weapons/ceremonial_saber/ceremonial_saber
unit	content/fac_helldivers/equipment/melee_weapons/ceremonial_saber/ceremonial_saber_scabbard
unit	content/fac_helldivers/equipment/melee_weapons/chainsaw_greatsword/chainsaw_greatsword
unit	content/fac_helldivers/equipment/melee_weapons/electric_baton/electric_baton
unit	content/fac_helldivers/equipment/melee_weapons/flag/melee_flag
unit	content/fac_helldivers/equipment/melee_weapons/hand_axe/hand_axe
unit	content/fac_helldivers/equipment/melee_weapons/machete/machete
unit	content/fac_helldivers/equipment/melee_weapons/machete/machete_sheath
unit	content/fac_helldivers/equipment/melee_weapons/sledge_hammer/sledge_hammer
unit	content/fac_helldivers/equipment/melee_weapons/stun_spear/stun_spear
unit	content/fac_helldivers/equipment/melee_weapons/survival_shovel/survival_shovel
unit	content/fac_helldivers/equipment/primary_weapons/arc_shotgun/arc_shotgun
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle/assault_rifle
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_explosive/assault_rifle_explosive
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_grenadier/assault_rifle_grenadier
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_helghast/assault_rifle_helghast
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_karbin/assault_rifle_karbin
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_large_calibre_01/assault_rifle_large_calibre_01
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_nacho/assault_rifle_nacho
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_patriot/assault_rifle_patriot
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_penetrator/assault_rifle_penetrator
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_rico/assault_rifle_rico
unit	content/fac_helldivers/equipment/primary_weapons/assault_rifle_whisper/assault_rifle_whisper
unit	content/fac_helldivers/equipment/primary_weapons/assault_shotgun/assault_shotgun
unit	content/fac_helldivers/equipment/primary_weapons/assault_shotgun_incendiary/assault_shotgun_incendiary
unit	content/fac_helldivers/equipment/primary_weapons/assault_shotgun_sprayandpray/assault_shotgun_sprayandpray
unit	content/fac_helldivers/equipment/primary_weapons/battle_rifle/battle_rifle
unit	content/fac_helldivers/equipment/primary_weapons/battle_rifle_ceremonial/battle_rifle_ceremonial
unit	content/fac_helldivers/equipment/primary_weapons/bolt_action_rifle/bolt_action_rifle
unit	content/fac_helldivers/equipment/primary_weapons/crossbow_greyfax/crossbow_greyfax
unit	content/fac_helldivers/equipment/primary_weapons/flamethrower_ripley/flamethrower_ripley
unit	content/fac_helldivers/equipment/primary_weapons/jet_rifle/jet_rifle
unit	content/fac_helldivers/equipment/primary_weapons/jet_rifle_phoenix/jet_rifle_phoenix
unit	content/fac_helldivers/equipment/primary_weapons/laser_rifle/laser_rifle
unit	content/fac_helldivers/equipment/primary_weapons/laser_rifle_charge/laser_rifle_charge
unit	content/fac_helldivers/equipment/primary_weapons/laser_rifle_long/laser_rifle_long
unit	content/fac_helldivers/equipment/primary_weapons/laser_rifle_long_hotshot/laser_rifle_long_hotshot
unit	content/fac_helldivers/equipment/primary_weapons/laser_shotgun/laser_shotgun
unit	content/fac_helldivers/equipment/primary_weapons/lever_action_rifle_01/lever_action_rifle_01
unit	content/fac_helldivers/equipment/primary_weapons/lmg_stalwart/lmg_stalwart
unit	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_drake/marksman_rifle_drake
unit	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_justice/marksman_rifle_justice
unit	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_vigilance/marksman_rifle_vigilance
unit	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_vigilance_counter_sniper/marksman_rifle_vigilance_counter_sniper
unit	content/fac_helldivers/equipment/primary_weapons/personal_defense_weapon/personal_defense_weapon
unit	content/fac_helldivers/equipment/primary_weapons/personal_defense_weapon_pepper/personal_defense_weapon_pepper
unit	content/fac_helldivers/equipment/primary_weapons/plasma_rifle/plasma_rifle
unit	content/fac_helldivers/equipment/primary_weapons/plasma_rifle_charge/plasma_rifle_charge
unit	content/fac_helldivers/equipment/primary_weapons/pump_shotgun/pump_shotgun
unit	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_02/pump_shotgun_02
unit	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_dragon/pump_shotgun_dragon
unit	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_plasma/pump_shotgun_plasma
unit	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_slug/pump_shotgun_slug
unit	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_trench/pump_shotgun_trench
unit	content/fac_helldivers/equipment/primary_weapons/shotgun_double_freedom/shotgun_double_freedom
unit	content/fac_helldivers/equipment/primary_weapons/shotgun_nacho/shotgun_nacho
unit	content/fac_helldivers/equipment/primary_weapons/smg_defender/smg_defender
unit	content/fac_helldivers/equipment/primary_weapons/smg_flamer/smg_flamer
unit	content/fac_helldivers/equipment/primary_weapons/smg_helghast/smg_helghast
unit	content/fac_helldivers/equipment/primary_weapons/smg_nacho/smg_nacho
unit	content/fac_helldivers/equipment/primary_weapons/smg_rhino/smg_rhino
unit	content/fac_helldivers/equipment/primary_weapons/smg_solvent/smg_solvent
unit	content/fac_helldivers/equipment/primary_weapons/sniper_rifle_helghast/sniper_rifle_helghast
unit	content/fac_helldivers/equipment/primary_weapons/triple_barrel_breakshotgun/triple_barrel_breakshotgun
unit	content/fac_helldivers/equipment/primary_weapons/volley_gun/volley_gun
unit	content/fac_helldivers/equipment/sidearm_weapons/automatic_pistol/automatic_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/caustic_dart_gun/caustic_dart
unit	content/fac_helldivers/equipment/sidearm_weapons/caustic_dart_gun/caustic_dart_gun
unit	content/fac_helldivers/equipment/sidearm_weapons/caustic_dart_gun/caustic_dart_gun_cylinder
unit	content/fac_helldivers/equipment/sidearm_weapons/energy_revolver/energy_revolver
unit	content/fac_helldivers/equipment/sidearm_weapons/flamer_pistol/flamer_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/grenade_pistol/grenade_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/laser_pistol/laser_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/magnum_pistol/magnum_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/pistol_broomhandle/pistol_broomhandle
unit	content/fac_helldivers/equipment/sidearm_weapons/pistol_cricket/pistol_cricket
unit	content/fac_helldivers/equipment/sidearm_weapons/pistol_nacho/pistol_nacho
unit	content/fac_helldivers/equipment/sidearm_weapons/plasma_pistol/plasma_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/revolver_pistol/revolver_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/revolver_pistol/revolver_speedloader
unit	content/fac_helldivers/equipment/sidearm_weapons/revolver_pistol_long/revolver_pistol_long
unit	content/fac_helldivers/equipment/sidearm_weapons/smart_pistol/smart_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/smart_pistol_missile/smart_pistol_missile
unit	content/fac_helldivers/equipment/sidearm_weapons/standard_pistol/standard_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/stim_pistol_01/stim_pistol
unit	content/fac_helldivers/equipment/sidearm_weapons/stim_pistol_01/stim_pistol_speedloader
unit	content/fac_helldivers/equipment/support_weapons/air_burst_rocket_launcher/air_burst_rocket_launcher
unit	content/fac_helldivers/equipment/support_weapons/arc_thrower/arc_thrower
unit	content/fac_helldivers/equipment/support_weapons/automatic_cannon/autocannon_clip/autocannon_clip
unit	content/fac_helldivers/equipment/support_weapons/automatic_cannon/automatic_cannon
unit	content/fac_helldivers/equipment/support_weapons/belt_fed_grenade_launcher/belt_fed_grenade_launcher
unit	content/fac_helldivers/equipment/support_weapons/chemgun/chemgun
unit	content/fac_helldivers/equipment/support_weapons/expendable_machinegun/expendable_machinegun
unit	content/fac_helldivers/equipment/support_weapons/expendable_massive_rocket_launcher/expendable_massive_rocket_launcher
unit	content/fac_helldivers/equipment/support_weapons/expendable_napalm_launcher/expendable_napalm_launcher
unit	content/fac_helldivers/equipment/support_weapons/faf_missile_launcher/faf_missile_launcher
unit	content/fac_helldivers/equipment/support_weapons/faf_missile_launcher/faf_scope
unit	content/fac_helldivers/equipment/support_weapons/faf_missile_launcher_helghast/faf_missile_launcher_helghast
unit	content/fac_helldivers/equipment/support_weapons/flamethrower/flamethrower
unit	content/fac_helldivers/equipment/support_weapons/grenade_launcher/grenade_launcher
unit	content/fac_helldivers/equipment/support_weapons/grenade_launcher_tactical/grenade_launcher_tactical
unit	content/fac_helldivers/equipment/support_weapons/harpoon_gun/harpoon_gun
unit	content/fac_helldivers/equipment/support_weapons/heavy_flamethrower/heavy_flamethrower
unit	content/fac_helldivers/equipment/support_weapons/heavy_mg/heavy_mg
unit	content/fac_helldivers/equipment/support_weapons/laser_cannon/laser_cannon
unit	content/fac_helldivers/equipment/support_weapons/laser_guided_missile_launcher/laser_guided_missile_launcher
unit	content/fac_helldivers/equipment/support_weapons/laser_pulse_cannon/laser_pulse_cannon
unit	content/fac_helldivers/equipment/support_weapons/lat_oneshot/lat_oneshot
unit	content/fac_helldivers/equipment/support_weapons/machinegun/machinegun
unit	content/fac_helldivers/equipment/support_weapons/minigun/minigun
unit	content/fac_helldivers/equipment/support_weapons/plasma_blaster/plasma_blaster
unit	content/fac_helldivers/equipment/support_weapons/railgun/railgun
unit	content/fac_helldivers/equipment/support_weapons/railgun/railgun_sabot
unit	content/fac_helldivers/equipment/support_weapons/recoilless_rifle/recoilless_rifle
unit	content/fac_helldivers/equipment/support_weapons/sniper_rifle/sniper_rifle
unit	content/fac_helldivers/equipment/throwables/antitank_grenade/antitank_grenade
unit	content/fac_helldivers/equipment/throwables/arc_grenade/arc_grenade
unit	content/fac_helldivers/equipment/throwables/at_explosive_grenade/at_explosive_grenade
unit	content/fac_helldivers/equipment/throwables/caltrops_grenade/caltrops_grenade
unit	content/fac_helldivers/equipment/throwables/caltrops_grenade/caltrops_mine
unit	content/fac_helldivers/equipment/throwables/cluster_frag_grenade/cluster_frag_grenade
unit	content/fac_helldivers/equipment/throwables/contact_mine/contact_mine
unit	content/fac_helldivers/equipment/throwables/dynamite/dynamite
unit	content/fac_helldivers/equipment/throwables/emp_grenade/emp_grenade
unit	content/fac_helldivers/equipment/throwables/energy_shield_grenade/energy_shield_grenade
unit	content/fac_helldivers/equipment/throwables/flashbang/flashbang
unit	content/fac_helldivers/equipment/throwables/frag_grenade/frag_grenade
unit	content/fac_helldivers/equipment/throwables/frag_grenade/frag_grenade_spoon
unit	content/fac_helldivers/equipment/throwables/gas_grenade/gas_grenade
unit	content/fac_helldivers/equipment/throwables/gas_mine/gas_mine
unit	content/fac_helldivers/equipment/throwables/he_grenade/he_grenade
unit	content/fac_helldivers/equipment/throwables/impact_grenade/impact_grenade
unit	content/fac_helldivers/equipment/throwables/impact_smoke_grenade/impact_smoke_grenade
unit	content/fac_helldivers/equipment/throwables/incendiary_grenade/incendiary_grenade
unit	content/fac_helldivers/equipment/throwables/incendiary_impact_grenade/incendiary_impact_grenade
unit	content/fac_helldivers/equipment/throwables/incendiary_mine/incendiary_mine
unit	content/fac_helldivers/equipment/throwables/luring_mine/luring_mine
unit	content/fac_helldivers/equipment/throwables/molotov_grenade/molotov_grenade
unit	content/fac_helldivers/equipment/throwables/self_destruct_drone/self_destruct_drone
unit	content/fac_helldivers/equipment/throwables/smoke_grenade/smoke_grenade
unit	content/fac_helldivers/equipment/throwables/sticky_grenade/sticky_grenade
unit	content/fac_helldivers/equipment/throwables/sticky_stun_grenade/sticky_stun_grenade
unit	content/fac_helldivers/equipment/throwables/tank_mine/tank_mine
unit	content/fac_helldivers/equipment/throwables/throwing_knife/throwing_knife
unit	content/fac_helldivers/equipment/throwables/zipper_grenade/zipper_grenade
unit	content/fac_helldivers/fp_cha_avatar/fp_cha_avatar
unit	content/fac_helldivers/hellpod/aa_turret/aa_turret
unit	content/fac_helldivers/hellpod/aa_turret_wreck/aa_turret_wreck
unit	content/fac_helldivers/hellpod/ammo_rack/ammo_box
unit	content/fac_helldivers/hellpod/ammo_rack/ammo_rack
unit	content/fac_helldivers/hellpod/antitank_emplacement/antitank_emplacement
unit	content/fac_helldivers/hellpod/drilling_charge/drilling_charge
unit	content/fac_helldivers/hellpod/energy_shield/energy_shield
unit	content/fac_helldivers/hellpod/expandable_cover/expandable_cover
unit	content/fac_helldivers/hellpod/flag_rack/flag_rack
unit	content/fac_helldivers/hellpod/flamethrower_turret/flamethrower_turret
